Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/000/209/465/GCA_000209465.1_genomic.fna.gz	0.1273	0.1494	98.60	1.191	98.49-98.73	863	0.81-0.91	1	1.639	5197/13673	96.93	22	GL890583.1 Lachnospiraceae oral taxon 107 str. F0167 genomic scaffold supercont1.1, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/015/556/095/GCF_015556095.1_genomic.fna.gz	0.1263	0.0980	97.91	1.182	97.77-98.06	857	0.79-0.91	1	1.880	2873/9393	96.25	670	NZ_JADNLT010000010.1 Streptococcus parasanguinis strain 1001095IJ_161003_H11 NODE_10_length_40155_cov_28.2716, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/476/045/GCF_900476045.1_genomic.fna.gz	0.1257	0.0790	98.75	1.176	98.61-98.93	853	0.78-0.90	1	1.929	2922/7402	97.05	4	NZ_LS483440.1 Gemella morbillorum strain NCTC11323 chromosome 1, complete sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/377/625/GCF_000377625.1_genomic.fna.gz	0.1244	0.1264	97.46	1.163	97.28-97.62	844	0.79-0.90	1	1.516	3172/12169	95.76	133	NZ_KB898325.1 Prevotella veroralis DSM 19559 = JCM 6290 strain DSM 19559 D464DRAFT_scaffold00001.1, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/024/691/995/GCA_024691995.1_genomic.fna.gz	0.1240	0.0771	95.43	1.160	95.15-95.72	841	0.71-0.95	1	1.506	1018/7521	93.75	1197	JAILNA010000005.1 MAG: Atopobiaceae bacterium isolate RUI268 k141_12454757_flag=0_multi=20.9979_len=191878, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/003/260/355/GCA_003260355.1_genomic.fna.gz	0.1230	0.0502	96.88	1.150	96.59-97.10	834	0.74-0.92	1	1.484	1011/4707	95.16	22	MPSQ01000001.1 SR1 bacterium human oral taxon HOT-345 SR1_345_C1, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/010/202/265/GCA_010202265.1_genomic.fna.gz	0.1222	0.0381	98.09	1.143	97.84-98.37	829	0.73-0.93	1	1.556	1154/3634	96.37	9	CP047918.1 Candidatus Saccharibacteria bacterium oral taxon 955 strain FS14P chromosome, complete genome
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/711/965/GCF_000711965.1_genomic.fna.gz	0.1193	0.1715	97.19	1.116	97.01-97.33	809	0.76-0.88	2	2.188	4037/17275	95.42	1385	NZ_JONS01000001.1 Actinomyces israelii DSM 43320 O145DRAFT_scaffold00001.1_C, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/018/376/995/GCA_018376995.1_genomic.fna.gz	0.1178	0.0898	98.59	1.102	98.43-98.78	799	0.74-0.86	1	1.563	3338/9269	96.76	76	JAHAAF010000001.1 MAG: Veillonella sp. isolate L3_063_023G1_dasL3_063_023G1_maxbin2.maxbin.001 L3_063_023G1_scaffold_0, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/614/105/GCF_000614105.1_genomic.fna.gz	0.1139	0.0987	98.51	1.065	98.35-98.69	772	0.72-0.82	1	1.498	3587/10426	96.62	16	NZ_BAKH01000108.1 Prevotella micans DSM 21469 = JCM 16134, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/900/551/535/GCA_900551535.1_genomic.fna.gz	0.1134	0.0598	96.55	1.061	96.29-96.79	769	0.68-0.86	1	2.067	1171/6338	94.70	1250	URWJ01000001.1 uncultured Granulicatella sp. isolate UMGS1414 genome assembly, contig: NODE_253_length_32666_cov_5.985036, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/373/425/GCA_905373425.1_genomic.fna.gz	0.1082	0.0767	96.40	1.013	96.13-96.65	734	0.65-0.81	1	1.412	1465/8646	94.43	79	CAJPST010000001.1 MAG: uncultured Mesocricetibacter sp. isolate SRR9217471-mag-bin.13 genome assembly, contig: SRR9217471-mag-bin.13_120, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/009/717/815/GCF_009717815.1_genomic.fna.gz	0.1073	0.0808	95.37	1.004	95.08-95.70	728	0.62-0.83	1	1.717	1091/9008	93.42	2362	NZ_WMZH01000010.1 Streptococcus parasanguinis strain BIOML-A3 scaffold10_size1816, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/000/182/945/GCA_000182945.1_genomic.fna.gz	0.1054	0.0797	97.11	986	96.86-97.32	715	0.65-0.79	1	1.689	1863/8906	95.08	636	AABF01000001.1 Fusobacterium vincentii ATCC 49256 Contig0377, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/902/479/935/GCA_902479935.1_genomic.fna.gz	0.1049	0.0638	95.46	981	95.19-95.88	711	0.60-0.80	1	1.789	897/7257	93.48	1867	CABSQV010000001.1 MAG TPA_asm: uncultured Streptococcus sp. isolate MGYG-HGUT-02839 genome assembly, contig: GUT_GENOME173058_1, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/467/855/GCF_000467855.2_genomic.fna.gz	0.1047	0.0807	97.76	979	97.56-97.94	710	0.66-0.77	1	1.693	2479/9421	95.78	41	NZ_KI259220.1 Porphyromonas sp. oral taxon 278 str. W7784 Scaffold10, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/373/085/GCA_905373085.1_genomic.fna.gz	0.1047	0.0887	98.77	979	98.62-98.95	710	0.66-0.76	1	1.427	3611/10246	96.69	0	CAJPRR010000001.1 MAG: uncultured Selenomonas sp. isolate SRR9217449-mag-bin.3 genome assembly, contig: SRR9217449-mag-bin.3_109, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/372/495/GCA_905372495.1_genomic.fna.gz	0.1044	0.0258	98.19	976	97.91-98.54	708	0.62-0.80	1	1.457	870/2973	96.11	2	CAJPPG010000001.1 Candidatus Saccharibacteria bacterium isolate SRR9217423-mag-bin.7 genome assembly, contig: SRR9217423-mag-bin.7_44, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/916/618/745/GCF_916618745.1_genomic.fna.gz	0.1040	0.0975	98.00	972	97.82-98.19	705	0.65-0.77	1	1.773	3031/10929	95.95	327	NZ_OU745373.1 Cardiobacterium sp. Marseille-Q4385 chromosome contig00001
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/372/865/GCA_905372865.1_genomic.fna.gz	0.1036	0.0820	98.67	969	98.53-98.87	703	0.66-0.75	1	1.466	3211/9470	96.57	8	CAJPQT010000001.1 MAG: uncultured Centipeda sp. isolate SRR9217428-mag-bin.13 genome assembly, contig: SRR9217428-mag-bin.13_7, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/900/450/455/GCA_900450455.1_genomic.fna.gz	0.1015	0.0691	98.15	949	97.96-98.34	688	0.64-0.74	1	1.417	2225/7841	96.02	162	UGGN01000002.1 [Eubacterium] infirmum strain NCTC12940 genome assembly, contig: ERS1502653SCcontig000002, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/016/126/015/GCF_016126015.1_genomic.fna.gz	0.1015	0.1173	97.30	949	97.11-97.46	688	0.64-0.74	1	1.879	3081/13945	95.25	1475	NZ_JAEFDB010000001.1 Capnocytophaga periodontitidis strain p1a2 1, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/766/305/GCF_900766305.1_genomic.fna.gz	0.0985	0.0704	97.24	922	96.97-97.52	668	0.59-0.74	1	1.468	1774/8532	95.06	157	NZ_CAAFUZ010000001.1 MAG: uncultured Gemella sp. isolate HGM10949, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/371/725/GCA_905371725.1_genomic.fna.gz	0.0980	0.0539	96.33	916	96.06-96.66	664	0.57-0.75	1	1.896	1017/6549	94.17	992	CAJPML010000001.1 MAG: Leptotrichia sp. oral taxon 215 isolate SRR9217389-mag-bin.7 genome assembly, contig: SRR9217389-mag-bin.7_507, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/240/305/GCF_900240305.1_genomic.fna.gz	0.0964	0.0974	98.51	901	98.36-98.69	654	0.61-0.69	1	1.389	3703/12079	96.26	8	NZ_LT964854.1 Ottowia massiliensis strain Marseille-P4747, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/648/475/GCF_001648475.1_genomic.fna.gz	0.0962	0.0875	95.45	900	95.18-95.77	653	0.57-0.73	1	1.602	1251/10846	93.27	1501	NZ_LXSQ01000001.1 Eikenella halliae strain NML130454 Eiksp_contig000001, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/009/730/335/GCF_009730335.1_genomic.fna.gz	0.0949	0.0824	96.87	887	96.61-97.08	643	0.58-0.71	1	1.948	1855/10296	94.62	1732	NZ_CP046315.1 Schaalia odontolytica strain FDAARGOS_732 chromosome, complete genome
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/429/245/GCF_000429245.1_genomic.fna.gz	0.0925	0.0825	98.29	865	98.08-98.49	627	0.57-0.69	2	3.531	3084/10695	96.07	2106	NZ_KE386870.1 Schaalia georgiae DSM 6843 G447DRAFT_scaffold00001.1, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/014/306/175/GCF_014306175.1_genomic.fna.gz	0.0919	0.0669	95.84	859	95.54-96.20	623	0.55-0.70	1	1.470	1122/8846	93.56	2158	NZ_JACRWI010000001.1 Veillonella hominis strain NSJ-78 M12_ctg0001, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/937/919/265/GCA_937919265.1_genomic.fna.gz	0.0880	0.0801	97.62	823	97.38-97.82	597	0.54-0.66	1	2.151	2403/10970	95.22	281	CALFOY010000001.1 MAG TPA_asm: uncultured Capnocytophaga sp. isolate SRR2240840_bin.36_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1034188.9230, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/314/795/GCF_000314795.2_genomic.fna.gz	0.0842	0.0671	97.00	788	96.76-97.25	571	0.50-0.64	1	1.808	1624/9371	94.50	1473	NZ_KB373314.1 Streptococcus sp. F0442 supercont1.1, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/185/385/GCF_000185385.1_genomic.fna.gz	0.0824	0.0907	97.97	771	97.79-98.19	559	0.51-0.59	1	1.383	2974/12883	95.38	405	NZ_GL622296.1 Lachnoanaerobaculum saburreum DSM 3986 SCAFFOLD1, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/373/785/GCA_905373785.1_genomic.fna.gz	0.0821	0.0615	98.63	768	98.42-98.83	557	0.52-0.60	1	1.380	2562/9060	96.01	1	CAJPUK010000001.1 MAG: uncultured Johnsonella sp. isolate SRR9217489-mag-bin.2 genome assembly, contig: SRR9217489-mag-bin.2_19, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/158/275/GCF_000158275.2_genomic.fna.gz	0.0811	0.0728	96.76	758	96.55-97.04	550	0.49-0.60	1	1.488	1667/10763	94.16	1090	NZ_CP007062.1 Fusobacterium animalis 7_1 chromosome, complete genome
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/372/595/GCA_905372595.1_genomic.fna.gz	0.0798	0.0472	98.24	746	97.98-98.47	541	0.49-0.60	1	1.617	1752/7125	95.58	16	CAJPPS010000001.1 MAG: uncultured Capnocytophaga sp. isolate SRR9217423-mag-bin.13 genome assembly, contig: SRR9217423-mag-bin.13_136, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/815/675/GCF_001815675.1_genomic.fna.gz	0.0750	0.0734	98.96	702	98.75-99.13	509	0.47-0.55	1	1.866	3438/11620	96.15	11	NZ_KV821453.1 Neisseria sp. HMSC065D04 Scaffold0, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/017/753/665/GCF_017753665.1_genomic.fna.gz	0.0747	0.0684	95.43	698	95.04-95.86	506	0.42-0.58	1	1.619	1002/10488	92.70	1685	NZ_CP072524.1 Neisseria sicca strain NS20201025 chromosome, complete genome
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/900/167/215/GCA_900167215.1_genomic.fna.gz	0.0742	0.0677	98.41	694	98.23-98.63	503	0.46-0.53	1	1.339	2674/10902	95.57	24	FUZS01000038.1 [Eubacterium] yurii strain ATCC 43714 genome assembly, contig: EI51DRAFT_scaffold00036.36, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/006/546/835/GCF_006546835.1_genomic.fna.gz	0.0730	0.0873	97.30	683	97.05-97.56	495	0.45-0.54	1	1.577	2513/14471	94.51	2641	NZ_VICB01000001.1 Actinomyces johnsonii strain CCUG 34287 CCUG34287T_0000001, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/803/625/GCF_000803625.1_genomic.fna.gz	0.0712	0.0179	96.84	666	96.28-97.40	483	0.37-0.58	1	1.808	459/3085	94.04	120	NZ_CP007496.1 Candidatus Nanosynbacter lyticus strain TM7x chromosome, complete genome
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/637/905/GCF_900637905.1_genomic.fna.gz	0.0706	0.0423	97.92	661	97.53-98.24	479	0.42-0.53	1	1.425	1444/7155	94.97	105	NZ_LR134472.1 Parvimonas micra strain NCTC11808 chromosome 1, complete sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/009/496/285/GCF_009496285.1_genomic.fna.gz	0.0705	0.0508	96.40	659	96.04-96.79	478	0.41-0.55	1	1.494	1063/8523	93.51	1554	NZ_WIJK01000010.1 Streptococcus mitis strain SM16 NODE_10_length_75357_cov_22.067048, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/938/040/985/GCA_938040985.1_genomic.fna.gz	0.0701	0.0622	98.38	656	98.15-98.64	476	0.43-0.51	1	1.282	2504/10747	95.41	48	CALHZD010000001.1 MAG TPA_asm: uncultured Propionivibrio sp. isolate ERR589360_bin.92_CONCOCT_v1.1_MAG genome assembly, contig: ERZ772774.3614, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/026/015/965/GCF_026015965.1_genomic.fna.gz	0.0699	0.0652	97.60	653	97.37-97.84	474	0.43-0.52	1	1.304	2026/11201	94.63	994	NZ_CP110383.1 Selenomonas sputigena strain KCOM 1787 chromosome
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/413/475/GCF_000413475.1_genomic.fna.gz	0.0698	0.0486	98.77	652	98.53-99.06	473	0.42-0.51	1	1.364	2132/8093	95.79	162	NZ_ATFK01000001.1 Streptococcus intermedius SK54 = ATCC 27335 acKdV-supercont1.1, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/227/275/GCF_000227275.1_genomic.fna.gz	0.0687	0.0672	96.03	643	95.66-96.41	466	0.40-0.53	1	1.819	1221/11247	93.09	1895	NZ_JH164964.1 Neisseria sp. GT4A_CT1 supercont1.1, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/160/055/GCF_000160055.1_genomic.fna.gz	0.0666	0.0451	98.13	623	97.84-98.43	452	0.40-0.51	1	1.250	1661/8049	95.04	4	NZ_GG698602.1 Dialister invisus DSM 15470 Scfld0, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/900/766/185/GCA_900766185.1_genomic.fna.gz	0.0656	0.0653	96.70	613	96.32-97.04	445	0.39-0.50	1	1.290	1549/11986	93.61	1085	CAAFUL010000001.1 MAG TPA_asm: uncultured Johnsonella sp., isolate HGM12372, WGS project CAAFUL010000000 data, contig: SRS335389_1_k119_5, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/372/605/GCA_905372605.1_genomic.fna.gz	0.0655	0.0282	97.00	613	96.57-97.41	444	0.38-0.52	1	1.232	732/5153	93.90	32	CAJPPQ010000001.1 MAG: Porphyromonadaceae bacterium isolate SRR9217414-mag-bin.6 genome assembly, contig: SRR9217414-mag-bin.6_334, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/001/717/585/GCF_001717585.1_genomic.fna.gz	0.0637	0.0555	98.09	596	97.81-98.33	432	0.39-0.47	1	1.272	2027/10319	94.89	514	NZ_CP017042.1 Selenomonas sp. oral taxon 920 strain W5150 chromosome, complete genome
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/002/890/585/GCA_002890585.1_genomic.fna.gz	0.0613	0.0590	97.51	573	97.24-97.81	416	0.37-0.46	1	1.484	1788/11184	94.26	341	MIQB01000001.1 Tannerella sp. oral taxon 808 isolate cell103 Ga0078789_1001, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/005/886/145/GCF_005886145.1_genomic.fna.gz	0.0589	0.0526	96.48	551	96.04-96.96	400	0.34-0.45	1	1.330	1168/10557	93.14	1133	NZ_CP040504.1 Neisseria sp. oral taxon 014 str. F0314 chromosome
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/031/191/185/GCF_031191185.1_genomic.fna.gz	0.0586	0.0562	98.72	549	98.52-98.98	398	0.36-0.42	1	1.301	2505/11149	95.30	0	NZ_CP133464.1 Prevotella nigrescens strain DSM 13386 chromosome 1, complete sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/636/475/GCF_900636475.1_genomic.fna.gz	0.0573	0.0399	97.32	536	96.85-97.75	388	0.33-0.45	1	1.256	1117/7893	93.89	401	NZ_LR134283.1 Streptococcus anginosus strain NCTC10713 chromosome 1, complete sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/937/923/255/GCA_937923255.1_genomic.fna.gz	0.0526	0.0447	96.39	492	95.98-96.82	357	0.31-0.41	1	1.246	1015/10360	92.78	770	CALAIL010000001.1 MAG TPA_asm: uncultured Propionivibrio sp. isolate ERR589660_bin.70_CONCOCT_v1.1_MAG genome assembly, contig: ERZ773065.174, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/104/625/GCF_900104625.1_genomic.fna.gz	0.0476	0.0431	96.01	445	95.55-96.41	323	0.28-0.38	1	1.217	872/10941	92.16	88	NZ_FNVZ01000004.1 Leptotrichia massiliensis strain Marseille-P3007T, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/426/605/GCF_000426605.1_genomic.fna.gz	0.0466	0.0507	98.64	436	98.36-98.95	316	0.28-0.35	1	1.184	2373/13066	94.65	54	NZ_AUFR01000001.1 Propionibacterium acidifaciens DSM 21887 K336DRAFT_scaffold00001.1_C, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/013/333/935/GCA_013333935.1_genomic.fna.gz	0.0455	0.0424	97.85	426	97.44-98.20	309	0.27-0.35	1	1.191	1559/11300	93.81	24	JABCNV010000033.1 MAG: Prevotella sp. isolate P-A-F_MAG_00002 ORAL_C-P_MAG_00002-c_000000014532, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/947/097/085/GCA_947097085.1_genomic.fna.gz	0.0454	0.0116	95.52	424	94.66-96.55	308	0.22-0.41	1	1.230	200/3052	91.58	27	CAMUQR010000001.1 MAG TPA_asm: uncultured Candidatus Saccharibacteria bacterium isolate SRR8786267_bin.10_metaWRAP_v1.3_MAG genome assembly, contig: ERZ11772371.42, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/000/214/475/GCA_000214475.2_genomic.fna.gz	0.0452	0.0251	96.31	423	95.72-96.79	306	0.25-0.37	1	1.187	555/6621	92.31	431	AFII01000002.1 Parvimonas sp. oral taxon 110 str. F0139 Contig496, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/001/421/095/GCA_001421095.1_genomic.fna.gz	0.0448	0.0402	96.41	419	95.85-96.87	304	0.26-0.37	1	1.199	825/9590	92.39	3	LIIK01000057.1 MAG: Candidatus [Bacteroides] periocalifornicus isolate 12B contig10011399, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/938/017/765/GCA_938017765.1_genomic.fna.gz	0.0442	0.0327	97.18	413	96.73-97.71	300	0.25-0.35	1	1.190	957/8793	93.10	66	CALIJH010000001.1 MAG TPA_asm: uncultured Leptotrichia sp. isolate ERR589659_bin.25_CONCOCT_v1.1_MAG genome assembly, contig: ERZ773008.12394, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/938/028/745/GCA_938028745.1_genomic.fna.gz	0.0419	0.0531	97.66	392	97.35-98.06	284	0.25-0.31	1	1.175	1827/15080	93.42	16	CALIZL010000001.1 MAG TPA_asm: uncultured Prevotella sp. isolate ERR589346_bin.48_CONCOCT_v1.1_MAG genome assembly, contig: ERZ772752.542, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/002/959/775/GCF_002959775.1_genomic.fna.gz	0.0418	0.0326	95.30	391	94.64-95.73	283	0.24-0.35	1	1.151	522/9222	91.15	665	NZ_PPCX01000010.1 Veillonella rogosae JCM 15642 Contig_10_len_561265, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/426/665/GCF_000426665.1_genomic.fna.gz	0.0405	0.0340	97.98	379	97.58-98.37	274	0.24-0.31	1	1.149	1318/10145	93.63	109	NZ_AUFU01000001.1 Selenomonas artemidis DSM 19719 K341DRAFT_scaffold00001.1_C, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/007/990/505/GCF_007990505.1_genomic.fna.gz	0.0396	0.0324	98.27	371	97.82-98.67	269	0.23-0.31	1	1.169	1338/9547	93.86	14	NZ_AP019822.1 Pseudoleptotrichia goodfellowii strain JCM16774 chromosome, complete genome
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/162/875/GCF_000162875.1_genomic.fna.gz	0.0382	0.0286	98.52	357	98.06-98.91	259	0.22-0.30	1	1.144	1308/8924	93.99	6	NZ_GG700631.1 Slackia exigua ATCC 700122 Scfld1, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/916/438/365/GCA_916438365.1_genomic.fna.gz	0.0373	0.0283	95.47	349	94.79-96.20	253	0.19-0.32	1	1.456	482/8395	91.19	1667	CAKAEY010000001.1 MAG TPA_asm: uncultured Sanguibacter sp. isolate DRR214962_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: BNJV01000374, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/192/225/GCF_000192225.1_genomic.fna.gz	0.0370	0.0337	97.52	346	97.13-98.08	251	0.21-0.28	1	1.385	1113/10628	92.98	428	NZ_GL872413.1 Capnocytophaga sp. oral taxon 338 str. F0234 SCAFFOLD1, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/900/556/785/GCA_900556785.1_genomic.fna.gz	0.0370	0.0214	95.53	346	94.75-96.12	251	0.19-0.31	1	1.141	391/7141	91.05	676	USQK01000001.1 uncultured Veillonella sp. isolate UMGS1979 genome assembly, contig: NODE_48_length_73937_cov_9.92165, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/900/637/655/GCF_900637655.1_genomic.fna.gz	0.0368	0.0417	97.47	344	97.06-97.92	250	0.21-0.29	1	1.212	1332/13068	92.90	161	NZ_LR134384.1 Prevotella oris strain NCTC13071 chromosome 1, complete sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/785/515/GCF_000785515.1_genomic.fna.gz	0.0366	0.0286	97.98	342	97.54-98.51	248	0.21-0.29	1	1.209	1116/9341	93.38	210	NZ_CP009913.1 Streptococcus salivarius strain NCTC 8618 chromosome, complete genome
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/024/225/GCF_000024225.1_genomic.fna.gz	0.0361	0.0199	96.66	338	96.04-97.26	245	0.19-0.30	1	1.127	527/6810	92.08	69	NC_013203.1 Lancefieldella parvula DSM 20469, complete sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/160/115/GCF_000160115.1_genomic.fna.gz	0.0345	0.0267	97.76	323	97.28-98.22	234	0.20-0.28	1	1.239	970/9184	93.01	118	NZ_GG665870.1 Shuttleworthia satelles DSM 14600 Scfld4, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/000/378/085/GCF_000378085.1_genomic.fna.gz	0.0343	0.0429	97.24	321	96.85-97.62	233	0.20-0.26	1	1.160	1322/14880	92.49	242	NZ_KB899210.1 Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930 strain DSM 19665 F453DRAFT_scaffold00001.1, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCF/902/373/545/GCF_902373545.1_genomic.fna.gz	0.0343	0.0288	97.55	321	97.03-98.10	232	0.19-0.27	1	1.342	1000/10116	92.81	716	NZ_CABKMZ010000001.1 Uncultured Actinomyces sp. isolate MGYG-HGUT-01285, whole genome shotgun sequence
AIMSfeas_1000358+73325_METAG	gtdb_genomes_reps_r220/database/GCA/905/372/875/GCA_905372875.1_genomic.fna.gz	0.0332	0.0219	98.40	311	97.93-98.84	225	0.19-0.26	1	1.122	998/8003	93.50	3	CAJPQU010000001.1 MAG: uncultured Schwartzia sp. isolate SRR9217428-mag-bin.4 genome assembly, contig: SRR9217428-mag-bin.4_325, whole genome shotgun sequence
